customerNr,year_of_birth,education,marital_status,income,kids,teens,customer_since,last_purchase_in_days,web_purchases,catalog_purchases,store_purchases,web_visits,campaign3,campaign4,campaign5,campaign1,campaign2,country
10430,1973,Graduation,Divorced,"$89,694.00",1,1,10/9/13,22,4,3,4,5,0,1,1,1,0,AUS
8773,1971,Master,Together,"$57,420.00",0,1,6/25/13,22,5,1,6,7,0,1,0,0,0,US
2371,1972,Graduation,Married,"$33,622.00",1,1,4/13/13,22,2,0,4,7,0,0,0,0,0,GER
7786,1986,PhD,Single,"$29,999.00",1,0,2/13/13,22,3,1,4,8,0,0,0,0,0,SP
4088,1962,PhD,Together,"$31,497.00",0,1,12/6/12,22,3,1,4,8,0,0,0,0,0,SP
4971,1962,PhD,Together,"$31,497.00",0,1,12/6/12,22,3,1,4,8,0,0,0,0,0,SA
10560,1980,PhD,Single,"$36,802.00",1,0,6/16/14,23,1,0,3,5,0,0,0,0,0,SP
6892,1968,Graduation,Divorced,"$61,671.00",0,1,6/3/14,23,10,4,6,8,0,1,0,1,0,SP
11004,1893,2n Cycle,Single,"$60,182.00",0,1,5/17/14,23,1,0,2,4,0,0,0,0,0,SA
1818,1971,PhD,Together,"$29,732.00",1,0,3/25/14,23,2,0,2,9,0,0,0,0,0,CA
9485,1986,PhD,Married,"$45,921.00",0,0,3/10/14,23,2,1,6,4,0,0,0,0,0,SA
6646,1984,Graduation,Together,"$16,529.00",1,0,3/1/14,23,1,0,3,6,0,0,0,0,0,CA
4248,1960,Master,Single,"$98,777.00",0,0,2/17/14,23,4,6,9,1,0,1,0,0,0,SP
7451,1960,Master,Single,"$98,777.00",0,0,2/17/14,23,4,6,9,1,0,1,0,0,0,SP
7861,1952,Master,Married,"$77,027.00",0,1,2/5/14,23,8,3,6,4,0,0,0,0,0,SP
5232,1965,Graduation,Married,"$69,139.00",0,1,1/27/14,23,4,1,5,4,0,0,0,0,0,SP
3011,1965,Graduation,Married,"$69,139.00",0,1,1/27/14,23,4,1,5,4,0,0,0,0,0,SA
5758,1982,Graduation,Married,"$65,169.00",0,0,1/14/14,23,10,4,13,6,1,0,1,1,1,SP
2173,1952,Graduation,Widow,"$40,049.00",0,1,10/16/13,23,1,0,3,6,0,0,0,0,0,SP
10711,1945,Graduation,Married,"$69,755.00",0,0,10/2/13,23,3,6,12,1,0,0,0,0,0,SA
8268,1961,PhD,Married,NA,0,1,7/11/13,23,6,1,7,6,0,0,0,0,0,CA
2782,1961,PhD,Married,"$54,456.00",0,1,7/11/13,23,6,1,7,6,0,0,0,0,0,SP
9432,1977,Graduation,Together,"$666,666.00",1,0,6/2/13,23,3,1,3,6,0,0,0,0,0,SA
5872,1951,Graduation,Single,"$60,689.00",0,1,6/1/13,23,4,4,10,3,0,0,0,0,0,US
11187,1978,Basic,Single,"$26,487.00",1,0,5/20/13,23,2,1,3,5,0,0,0,0,0,CA
2428,1970,Graduation,Married,"$28,164.00",1,0,5/4/13,23,2,0,4,7,0,0,0,0,0,GER
1726,1970,Graduation,Single,"$22,585.00",0,0,3/18/13,23,1,1,2,9,1,0,0,0,0,SP
1802,1971,Graduation,Married,"$64,795.00",0,1,1/17/13,23,3,3,12,2,0,0,0,0,0,SP
1162,1987,PhD,Single,"$42,000.00",0,0,1/10/13,23,5,2,11,5,0,0,0,0,0,SP
10643,1987,PhD,Single,"$42,000.00",0,0,1/10/13,23,5,2,11,5,0,0,0,0,0,AUS
11112,1966,Graduation,Together,"$70,713.00",0,1,12/3/12,23,5,6,8,3,0,0,0,0,0,SP
2114,1946,PhD,Single,"$82,800.00",0,0,11/24/12,23,7,6,12,3,0,0,1,1,0,US
4261,1946,PhD,Single,"$82,800.00",0,0,11/24/12,23,7,6,12,3,0,0,1,1,0,SA
2457,1975,Basic,Married,"$30,801.00",0,1,10/26/12,23,1,0,3,7,0,0,0,0,0,SP
2495,1974,Master,Married,"$83,891.00",0,1,6/20/14,24,4,7,10,1,0,0,0,0,0,SP
6983,1950,Master,Divorced,"$38,054.00",1,1,5/1/14,24,2,0,3,7,0,0,0,0,0,IND
3436,1969,Graduation,Married,"$14,045.00",1,0,1/26/14,24,1,0,3,7,0,0,0,0,0,SP
7505,1957,PhD,Married,"$44,155.00",1,1,1/19/14,24,1,1,2,4,0,0,0,0,0,SP
4286,1970,PhD,Single,"$57,642.00",0,1,1/9/14,24,7,6,6,4,1,0,0,0,0,IND
7224,1977,Graduation,Married,"$31,353.00",1,1,12/29/13,24,1,1,2,8,0,0,0,0,0,IND
6215,1977,Graduation,Married,"$31,353.00",1,1,12/29/13,24,1,1,2,8,0,0,0,0,0,SA
968,1968,Master,Divorced,"$41,335.00",1,0,12/26/13,24,4,1,4,7,0,0,0,0,0,AUS
4096,1968,Master,Divorced,"$41,335.00",1,0,12/26/13,24,4,1,4,7,0,0,0,0,0,US
3153,1957,PhD,Single,"$40,737.00",2,1,12/8/13,24,1,0,2,8,0,0,0,0,0,SA
6504,1975,2n Cycle,Together,"$19,789.00",1,0,11/20/13,24,2,1,3,5,1,0,0,0,0,SP
5329,1949,PhD,Divorced,"$35,946.00",1,1,9/27/13,24,0,0,3,5,0,0,0,0,0,AUS
1175,1983,Master,Married,"$36,262.00",0,0,9/20/13,24,3,5,3,6,1,0,0,0,0,SP
1377,1954,Master,Widow,"$44,551.00",0,1,8/31/13,24,4,1,5,7,0,0,0,0,0,SA
4607,1959,Graduation,Together,"$71,367.00",0,0,8/23/13,24,4,5,7,2,0,0,0,0,0,SP
4944,1959,Graduation,Together,"$71,367.00",0,0,8/23/13,24,4,5,7,2,0,0,0,0,0,SP
9483,1959,Graduation,Together,"$57,957.00",0,1,8/19/13,24,4,6,8,3,0,0,0,0,0,CA
1378,1972,2n Cycle,Together,"$50,334.00",0,1,7/24/13,24,7,4,6,6,0,0,0,0,0,SA
5991,1949,Master,Married,"$48,150.00",0,1,6/8/13,24,5,1,4,7,0,0,0,0,0,GER
2807,1969,Graduation,Married,"$56,796.00",0,1,2/16/13,24,8,9,7,7,0,0,0,0,0,SP
1052,1969,Graduation,Married,"$56,796.00",0,1,2/16/13,24,8,9,7,7,0,0,0,0,0,AUS
9760,1963,PhD,Widow,"$52,278.00",0,1,1/25/13,24,10,5,10,8,0,0,0,0,0,SA
7101,1963,PhD,Widow,"$52,278.00",0,1,1/25/13,24,10,5,10,8,0,0,0,0,0,SP
9909,1996,2n Cycle,Married,"$7,500.00",0,0,11/9/12,24,3,1,3,9,0,0,0,0,0,AUS
5907,1952,Master,Married,"$33,444.00",1,1,11/3/12,24,1,0,2,8,0,0,0,0,0,SP
793,1973,Graduation,Married,"$20,895.00",1,0,10/6/12,24,2,0,3,9,0,0,0,0,0,AUS
8832,1976,Master,Together,"$37,509.00",1,0,9/12/12,24,3,0,4,7,0,0,0,0,0,GER
2535,1978,Master,Married,"$88,097.00",1,0,8/18/12,24,6,5,8,9,0,1,1,1,0,SP
1523,1973,Graduation,Married,"$59,041.00",1,1,5/7/14,25,2,0,4,5,0,0,0,0,0,SA
1839,1974,Graduation,Single,"$43,322.00",0,0,4/21/14,25,3,0,4,7,0,0,0,0,0,IND
9972,1955,PhD,Together,"$46,015.00",1,1,4/13/14,25,1,0,3,7,1,0,0,0,1,SA
2945,1955,PhD,Together,"$46,015.00",1,1,4/13/14,25,1,0,3,7,1,0,0,0,1,CA
9291,1959,Master,Married,"$34,242.00",0,1,3/23/14,25,0,0,3,5,0,0,0,0,0,SP
2829,1955,Graduation,Married,"$65,210.00",0,1,3/10/14,25,9,3,8,6,0,1,0,1,0,CA
8594,1958,PhD,Widow,"$50,520.00",0,1,1/28/14,25,3,1,3,6,0,0,0,0,0,SP
1592,1970,Graduation,Married,"$90,765.00",0,0,1/24/14,25,4,6,5,1,0,0,1,1,0,CA
4310,1944,Graduation,Married,"$80,589.00",0,0,1/22/14,25,5,10,5,1,0,0,0,1,0,AUS
6950,1958,Master,Married,"$49,572.00",1,1,12/15/13,25,2,0,3,7,0,0,0,0,0,CA
8492,1978,Graduation,Together,"$75,437.00",0,0,11/9/13,25,8,4,10,6,0,0,0,1,0,SP
5684,1971,Master,Divorced,"$44,635.00",1,1,10/11/13,25,2,0,3,7,0,0,0,0,0,SP
5909,1964,Graduation,Married,"$58,512.00",0,1,9/19/13,25,3,4,8,8,0,0,0,0,0,GER
9855,1952,PhD,Single,"$62,000.00",0,1,8/25/13,25,6,6,13,4,0,0,0,1,0,SP
975,1956,Graduation,Single,"$54,252.00",1,1,5/28/13,25,4,1,5,6,0,0,0,0,0,AUS
8754,1974,PhD,Together,"$45,068.00",0,1,5/16/13,25,1,0,2,7,0,0,0,0,0,SP
1456,1979,Graduation,Single,"$60,474.00",0,1,4/1/13,25,10,2,12,7,0,0,0,0,0,IND
2849,1979,Graduation,Single,"$60,474.00",0,1,4/1/13,25,10,2,12,7,0,0,0,0,0,CA
9984,1981,2n Cycle,Married,"$56,337.00",1,1,3/27/13,25,8,5,4,8,1,0,0,1,0,SP
5527,1987,Graduation,Together,"$22,434.00",1,0,2/13/13,25,2,0,3,8,0,0,0,0,0,SP
5628,1982,Graduation,Together,"$61,416.00",0,0,2/8/13,25,10,3,10,6,1,0,0,0,0,US
7627,1975,Master,Married,"$92,163.00",0,0,12/12/12,25,5,11,5,2,0,0,1,1,0,SP
1351,1956,Master,Together,"$58,656.00",0,1,9/20/12,25,7,8,13,6,0,0,1,0,0,SP
10629,1973,2n Cycle,Married,NA,1,0,9/14/12,25,3,0,3,8,0,0,0,0,0,GER
10395,1986,Basic,Single,"$8,940.00",1,0,8/22/12,25,3,1,3,8,0,0,0,0,0,SP
6961,1974,Graduation,Married,"$26,751.00",2,0,5/22/14,26,1,0,2,8,0,0,0,0,0,SP
10196,1978,Graduation,Married,"$71,427.00",2,0,3/12/14,26,8,2,8,4,0,0,0,0,0,US
6182,1984,Graduation,Together,"$26,646.00",1,0,2/10/14,26,2,0,4,6,0,0,0,0,0,US
10432,1974,Graduation,Divorced,"$19,346.00",1,0,1/30/14,26,1,0,3,8,0,0,0,0,0,CA
1542,1975,Graduation,Single,"$56,243.00",1,2,12/30/13,26,4,2,8,5,0,0,0,0,0,US
4220,1970,PhD,Married,"$59,892.00",0,1,11/2/13,26,2,1,3,3,0,0,0,0,0,CA
4141,1965,Graduation,Together,"$71,613.00",0,0,8/21/13,26,8,2,10,4,0,0,0,0,0,US
1940,1986,Graduation,Married,"$25,252.00",1,0,7/12/13,26,1,0,2,8,0,0,0,0,0,AUS
1506,1975,Graduation,Single,"$42,160.00",1,1,6/28/13,26,2,1,4,6,0,0,0,0,0,SP
6347,1979,Basic,Single,"$15,862.00",1,0,6/27/13,26,1,0,3,8,0,0,0,0,0,SP
1361,1974,Master,Married,"$82,584.00",0,0,6/4/13,26,3,4,8,1,0,1,1,0,0,SP
9422,1989,Graduation,Married,"$38,360.00",1,0,5/31/13,26,2,1,4,3,0,0,0,0,0,AUS
1081,1957,PhD,Married,"$75,283.00",1,2,3/27/13,26,6,3,5,4,0,0,0,0,0,SA
7458,1956,Master,Together,"$34,941.00",1,1,3/6/13,26,3,0,3,8,0,0,0,0,0,AUS
1012,1952,Graduation,Single,"$61,823.00",0,1,2/18/13,26,8,2,10,7,0,0,0,0,0,AUS
5453,1956,Master,Married,"$90,226.00",0,0,9/26/12,26,4,7,12,2,0,0,0,1,0,SA
6818,1974,Graduation,Married,"$44,989.00",0,1,9/12/12,26,5,1,5,6,0,0,0,0,0,SP
7807,1974,Graduation,Married,"$44,989.00",0,1,9/12/12,26,5,1,5,6,0,0,0,0,0,SP
7532,1980,Graduation,Married,"$43,586.00",0,1,8/30/12,26,3,0,4,8,0,0,0,0,0,GER
8346,1974,Graduation,Single,"$32,233.00",1,0,8/19/12,26,6,2,2,9,1,0,0,0,0,SP
5564,1969,Graduation,Together,"$62,882.00",0,1,8/9/12,26,7,5,6,4,0,0,0,0,0,AUS
3267,1963,Master,Together,"$57,288.00",0,1,6/25/14,27,8,1,8,6,0,1,0,0,0,CA
3091,1981,2n Cycle,Together,"$75,774.00",1,0,5/2/14,27,7,5,8,4,0,0,0,0,0,SA
762,1981,2n Cycle,Together,"$75,774.00",1,0,5/2/14,27,7,5,8,4,0,0,0,0,0,SP
8029,1988,Master,Single,"$90,247.00",0,0,4/29/14,27,3,4,7,1,0,1,1,1,0,US
4376,1960,2n Cycle,Single,"$32,218.00",0,0,2/15/14,27,2,1,3,7,1,0,0,0,0,SP
10981,1988,Graduation,Married,"$84,219.00",0,0,2/2/14,27,3,4,10,1,0,0,0,0,0,SA
486,1988,Graduation,Married,"$84,219.00",0,0,2/2/14,27,3,4,10,1,0,0,0,0,0,CA
1158,1966,Graduation,Divorced,"$48,877.00",0,1,1/5/14,27,3,0,4,7,0,0,0,0,0,SP
9119,1950,Graduation,Together,"$60,905.00",0,1,12/5/13,27,3,3,7,2,0,0,0,0,0,US
6694,1964,Graduation,Married,"$75,236.00",0,1,11/25/13,27,8,3,13,4,0,0,0,0,0,SP
10573,1953,Graduation,Divorced,"$62,551.00",0,0,11/18/13,27,6,7,4,3,1,0,0,0,0,IND
10140,1983,PhD,Together,"$70,123.00",0,0,9/28/13,27,5,7,4,3,0,1,0,0,1,IND
2286,1962,Graduation,Single,"$50,785.00",1,1,9/10/13,27,2,1,3,6,0,0,0,0,0,CA
8420,1970,2n Cycle,Married,"$15,315.00",0,0,8/3/13,27,2,0,4,5,0,0,0,0,0,SP
10065,1970,2n Cycle,Married,"$15,315.00",0,0,8/3/13,27,2,0,4,5,0,0,0,0,0,SP
1029,1970,PhD,Together,"$64,413.00",0,1,8/1/13,27,5,1,5,5,0,0,0,0,0,SP
4207,1981,PhD,Married,"$87,171.00",0,0,5/1/13,27,6,7,11,2,1,0,1,0,0,SP
10277,1961,Graduation,Single,"$30,081.00",0,1,2/21/13,27,1,0,3,7,0,0,0,0,0,SP
4436,1976,Graduation,Single,"$20,180.00",0,0,2/20/13,27,2,1,4,7,0,0,0,0,0,SP
2929,1976,Graduation,Single,"$20,180.00",0,0,2/20/13,27,2,1,4,7,0,0,0,0,0,SP
6281,1966,Graduation,Divorced,"$55,686.00",0,1,2/14/13,27,6,3,5,4,1,0,0,0,0,SP
10390,1959,2n Cycle,Married,"$26,887.00",0,1,2/10/13,27,1,0,3,6,0,0,0,0,0,SP
2574,1977,PhD,Married,"$61,996.00",0,1,1/31/13,27,6,4,8,5,0,1,0,1,1,SP
709,1952,Graduation,Divorced,"$51,537.00",0,1,12/9/12,27,2,2,11,8,0,0,0,0,0,SA
5955,1962,Graduation,Together,"$72,025.00",0,0,11/17/12,27,4,3,8,3,0,0,0,0,0,SP
8486,1971,Master,Together,"$30,538.00",1,0,10/1/12,27,9,0,4,10,0,0,0,0,0,SP
10343,1991,2n Cycle,Single,"$61,618.00",0,0,9/29/12,27,3,6,8,3,0,0,0,0,0,IND
6652,1965,Graduation,Married,"$77,343.00",0,0,6/9/14,28,3,4,9,1,0,0,0,0,0,CA
8746,1989,Graduation,Married,"$75,433.00",1,0,4/5/14,28,2,5,10,6,0,1,0,1,0,SP
4686,1962,PhD,Widow,"$82,571.00",0,0,4/2/14,28,6,5,13,2,0,0,1,0,0,SP
3551,1954,Master,Together,"$60,033.00",0,1,3/29/14,28,2,1,5,2,0,0,0,0,0,SP
4338,1983,Graduation,Single,"$39,062.00",1,0,3/25/14,28,1,0,3,4,1,0,0,0,0,SP
4444,1972,Graduation,Married,"$30,023.00",1,0,3/24/14,28,2,0,3,8,0,0,0,0,0,SP
498,1970,Graduation,Single,"$30,015.00",1,0,2/2/14,28,1,0,4,5,0,0,0,0,0,SP
8230,1980,Graduation,Married,"$33,228.00",1,0,1/23/14,28,2,0,3,7,0,0,0,0,0,SP
2826,1967,Graduation,Married,"$22,574.00",2,1,10/28/13,28,2,0,3,7,0,0,0,0,0,SP
6222,1967,Graduation,Married,"$22,574.00",2,1,10/28/13,28,2,0,3,7,0,0,0,0,0,SP
7352,1957,Graduation,Married,"$55,267.00",0,1,10/21/13,28,3,4,6,3,0,0,0,0,0,CA
10928,1958,Graduation,Together,"$66,886.00",0,1,9/16/13,28,7,1,7,5,0,0,0,0,0,SP
10736,1971,Graduation,Single,"$72,258.00",0,1,9/12/13,28,6,9,5,2,0,0,0,0,0,CA
10163,1984,PhD,Single,"$82,733.00",0,0,9/10/13,28,8,4,7,4,0,0,0,0,0,SP
6168,1963,Graduation,Divorced,"$45,146.00",1,1,7/15/13,28,1,1,2,4,0,0,0,0,0,IND
4656,1990,2n Cycle,Single,"$51,250.00",1,0,3/30/13,28,10,5,4,9,1,0,0,0,0,SA
626,1951,Graduation,Married,"$32,871.00",1,1,3/9/13,28,1,0,3,4,0,0,0,0,0,US
3870,1978,2n Cycle,Together,"$63,855.00",0,0,2/9/13,28,7,3,13,4,0,0,0,0,0,GER
6299,1968,PhD,Divorced,"$42,564.00",0,1,1/2/13,28,6,8,4,7,1,0,0,0,0,CA
7798,1972,2n Cycle,Together,"$46,344.00",0,1,12/14/12,28,7,1,5,7,0,0,0,0,0,CA
9973,1963,Graduation,Married,"$50,437.00",0,2,10/17/12,28,7,1,8,7,0,0,0,0,0,SP
4299,1960,Graduation,Together,"$70,971.00",0,1,9/21/12,28,11,11,5,7,0,0,0,0,0,SP
10971,1977,Graduation,Single,"$37,774.00",2,0,9/3/12,28,7,2,3,9,1,0,0,0,0,SP
9931,1963,PhD,Married,"$4,023.00",1,1,6/23/14,29,0,0,0,19,0,0,0,0,0,SP
6679,1966,Graduation,Single,"$33,279.00",0,0,6/12/14,29,0,0,3,3,0,0,0,0,0,SP
5961,1978,Graduation,Married,"$42,693.00",1,0,6/7/14,29,1,0,3,5,0,0,0,0,0,SP
6255,1952,Master,Together,"$70,545.00",0,1,6/3/14,29,4,1,7,2,0,0,0,0,0,AUS
8614,1957,Graduation,Widow,"$65,486.00",0,1,5/12/14,29,4,2,10,2,0,0,0,0,0,AUS
7828,1981,Master,Together,"$77,882.00",0,0,4/30/14,29,3,3,5,1,0,0,0,0,0,SA
1277,1960,Graduation,Together,"$78,468.00",0,0,4/9/14,29,10,7,10,4,0,0,0,1,0,US
3595,1963,Graduation,Together,"$77,226.00",0,1,2/28/14,29,6,8,12,3,0,0,0,0,0,SP
5735,1991,Master,Single,"$90,638.00",0,0,2/13/14,29,3,4,10,1,0,0,1,0,0,SP
5350,1991,Master,Single,"$90,638.00",0,0,2/13/14,29,3,4,10,1,0,0,1,0,0,SA
4137,1948,Graduation,Together,"$70,666.00",0,0,12/6/13,29,7,4,4,4,0,0,0,0,0,AUS
6357,1959,2n Cycle,Divorced,"$59,052.00",0,1,11/17/13,29,7,1,7,5,0,0,0,0,0,SA
9316,1952,Basic,Together,"$13,084.00",0,0,11/2/13,29,1,0,3,6,0,0,0,0,0,US
3578,1949,Graduation,Divorced,"$49,160.00",0,1,10/20/13,29,3,1,6,6,0,0,0,0,0,SP
153,1953,Graduation,Divorced,"$23,272.00",0,0,10/17/13,29,1,0,3,4,0,0,0,0,0,SP
10524,1963,Master,Divorced,"$49,476.00",0,1,6/20/13,29,2,11,5,2,0,0,0,0,0,CA
1518,1965,Master,Married,"$62,694.00",1,1,6/17/13,29,9,3,7,7,0,0,0,0,0,SP
2036,1973,PhD,Together,"$57,906.00",0,1,6/11/13,29,4,2,8,4,0,0,0,0,0,IND
9495,1982,Graduation,Together,"$71,853.00",0,0,5/8/13,29,2,8,6,1,0,0,0,0,0,SP
2631,1982,Graduation,Together,"$71,853.00",0,0,5/8/13,29,2,8,6,1,0,0,0,0,0,SP
6312,1959,Graduation,Married,"$65,031.00",0,1,3/17/13,29,10,3,13,7,0,0,0,0,0,GER
615,1960,Graduation,Together,"$30,507.00",0,0,3/11/13,29,5,1,4,7,0,0,0,0,0,SP
4406,1970,Graduation,Together,"$67,419.00",0,1,1/16/13,29,9,4,8,5,0,0,0,0,0,CA
10061,1950,Graduation,Married,"$59,462.00",0,1,1/5/13,29,9,2,12,7,0,0,0,0,0,US
10619,1994,Graduation,Single,"$95,529.00",0,0,12/3/12,29,7,3,7,3,0,0,1,0,0,SA
4945,1953,Graduation,Widow,"$53,653.00",0,0,11/7/12,29,10,4,12,6,0,0,0,0,0,SP
1777,1980,Basic,Married,"$25,965.00",0,0,9/7/12,29,2,0,3,8,0,0,0,0,0,SP
4023,1970,Graduation,Married,"$22,979.00",1,0,9/6/12,29,3,2,2,8,0,0,0,0,0,SP
7922,1951,PhD,Single,"$64,950.00",0,1,8/12/12,29,11,2,10,7,0,1,0,0,0,SA
10699,1985,Graduation,Married,"$44,322.00",1,0,6/16/14,30,3,0,3,8,0,0,0,0,0,SA
7516,1983,Graduation,Married,"$30,096.00",1,0,5/22/14,30,2,0,3,6,0,0,0,0,0,GER
3129,1983,Graduation,Married,"$30,096.00",1,0,5/22/14,30,2,0,3,6,0,0,0,0,0,SP
5121,1977,Graduation,Single,"$56,628.00",0,1,3/21/14,30,7,6,5,5,1,0,0,0,0,CA
2186,1977,2n Cycle,Together,"$82,326.00",0,0,3/10/14,30,5,10,6,2,0,1,1,1,0,SP
10548,1995,Graduation,Single,"$71,163.00",0,0,3/9/14,30,3,8,12,1,0,0,0,0,0,GER
6384,1978,Graduation,Divorced,"$71,022.00",0,1,2/11/14,30,5,2,11,8,1,0,0,0,0,US
2625,1954,2n Cycle,Single,"$42,607.00",0,1,11/17/13,30,3,2,7,3,0,0,0,0,0,SA
1676,1975,Graduation,Married,"$43,057.00",0,1,10/30/13,30,4,2,5,5,0,0,0,0,0,SP
5534,1975,Master,Married,"$47,808.00",0,1,10/20/13,30,3,2,3,7,1,0,0,0,0,SP
6859,1987,Graduation,Single,"$29,236.00",1,0,10/8/13,30,4,0,3,9,0,0,0,0,0,SP
271,1969,Graduation,Widow,"$40,590.00",1,1,10/2/13,30,3,4,3,6,1,0,0,0,0,CA
7699,1969,Graduation,Widow,"$40,590.00",1,1,10/2/13,30,3,4,3,6,1,0,0,0,0,CA
7832,1959,Master,Married,"$77,520.00",0,1,8/28/13,30,8,7,7,4,1,0,1,1,0,SP
938,1981,Graduation,Married,"$40,211.00",1,1,7/30/13,30,2,1,2,8,1,0,0,0,0,SP
7873,1973,PhD,Together,"$63,516.00",1,1,7/6/13,30,4,1,7,5,0,0,0,0,0,CA
9967,1974,Graduation,Divorced,"$53,034.00",1,1,5/30/13,30,6,1,7,8,0,0,0,0,0,US
1087,1975,Master,Together,"$22,669.00",1,0,5/22/13,30,4,1,2,9,0,0,0,0,0,SP
8314,1982,Graduation,Married,"$79,908.00",0,0,4/5/13,30,5,6,7,2,0,0,1,0,0,SP
3762,1986,PhD,Single,"$69,867.00",0,0,4/2/13,30,3,5,8,1,0,0,0,1,0,SA
10383,1966,Graduation,Divorced,"$70,287.00",0,0,4/2/13,30,5,5,10,3,0,0,0,0,0,AUS
6798,1966,Graduation,Single,"$37,070.00",1,1,3/20/13,30,5,1,8,7,0,0,0,0,0,SA
4168,1966,Graduation,Single,"$37,070.00",1,1,3/20/13,30,5,1,8,7,0,0,0,0,0,SP
6690,1966,Master,Married,"$38,179.00",1,1,3/14/13,30,3,1,3,7,0,0,0,0,0,SA
10602,1983,Graduation,Married,"$39,922.00",1,0,2/14/13,30,3,0,4,8,0,0,0,0,0,IND
3220,1983,Graduation,Married,"$39,922.00",1,0,2/14/13,30,3,0,4,8,0,0,0,0,0,GER
5424,1983,Graduation,Married,"$39,922.00",1,0,2/14/13,30,3,0,4,8,0,0,0,0,0,SA
7488,1963,Master,Single,"$64,191.00",0,1,1/22/13,30,5,3,13,3,0,0,0,0,0,SP
5289,1975,2n Cycle,Single,"$41,658.00",1,1,11/9/12,30,1,1,2,4,0,0,0,0,0,AUS
347,1976,Graduation,Divorced,"$40,780.00",0,1,9/8/12,30,7,1,5,9,0,0,0,0,0,CA
5236,1979,Graduation,Together,"$77,568.00",0,1,8/25/12,30,10,2,8,5,0,1,1,1,0,SP
9478,1985,Graduation,Single,"$66,503.00",1,0,8/14/12,30,4,3,6,3,0,0,0,0,0,SP
477,1986,Graduation,Married,"$83,512.00",0,0,6/17/14,31,4,7,10,1,1,0,1,1,1,SP
7411,1964,PhD,Married,"$31,686.00",1,1,6/5/14,31,1,0,3,6,0,0,0,0,0,SA
3107,1976,Graduation,Together,"$71,322.00",0,1,5/2/14,31,4,1,7,2,0,0,0,0,0,AUS
7437,1988,Graduation,Single,"$27,938.00",1,0,4/28/14,31,1,0,4,3,0,0,0,0,0,AUS
255,1951,Graduation,Divorced,"$22,263.00",1,1,3/30/14,31,1,0,3,6,0,0,0,0,0,SP
3790,1956,Graduation,Together,"$34,633.00",2,1,1/23/14,31,1,0,2,6,0,0,0,0,0,SA
749,1981,Graduation,Together,"$42,162.00",1,0,11/19/13,31,3,1,3,6,1,0,0,0,0,SP
1503,1976,PhD,Together,"$162,397.00",1,1,6/3/13,31,0,0,1,1,0,0,0,0,0,SP
8650,1978,Graduation,Widow,"$54,162.00",1,1,3/18/13,31,1,0,3,4,0,0,0,0,0,SP
607,1955,2n Cycle,Divorced,"$41,769.00",0,1,2/13/13,31,8,1,7,8,0,0,0,0,0,IND
1008,1981,PhD,Together,"$44,953.00",0,0,12/21/12,31,7,3,13,6,1,0,0,0,0,GER
9396,1978,PhD,Married,"$37,717.00",1,0,11/23/12,31,1,0,2,9,0,0,0,0,0,SA
933,1978,PhD,Married,"$37,717.00",1,0,11/23/12,31,1,0,2,9,0,0,0,0,0,SP
5710,1970,Graduation,Together,"$40,548.00",0,1,10/10/12,31,2,1,4,5,0,1,0,0,0,AUS
2882,1975,2n Cycle,Divorced,"$67,893.00",0,1,10/1/12,31,3,2,9,8,0,0,0,0,0,SA
2379,1953,Graduation,Single,"$69,267.00",0,0,9/22/12,31,3,4,5,7,0,0,0,0,0,SA
5342,1976,Basic,Divorced,"$9,548.00",1,0,8/8/12,31,1,0,3,8,0,0,0,0,0,CA
3262,1958,Graduation,Single,"$68,281.00",0,0,8/7/12,31,2,9,13,5,0,0,0,0,0,SP
5832,1960,2n Cycle,Together,"$92,556.00",0,0,4/20/14,32,3,5,13,0,0,0,0,0,0,SP
5025,1979,Graduation,Single,"$48,526.00",1,0,12/24/13,32,2,1,4,3,0,0,0,0,0,SP
569,1991,Graduation,Single,"$90,273.00",0,0,12/14/13,32,5,6,7,2,0,1,1,1,0,SP
3102,1981,2n Cycle,Together,"$19,414.00",1,0,10/16/13,32,1,0,3,8,0,0,0,0,0,CA
9449,1958,PhD,Single,"$79,761.00",0,1,10/4/13,32,5,2,11,3,0,0,0,0,0,SA
8104,1951,PhD,Married,"$53,312.00",0,0,8/9/13,32,5,1,5,7,0,0,0,0,0,SP
75,1982,2n Cycle,Together,"$41,039.00",0,0,7/25/13,32,8,1,5,8,0,0,0,0,0,US
6421,1961,Graduation,Together,"$88,347.00",0,0,7/3/13,32,4,7,9,1,0,0,0,1,0,SP
3037,1983,PhD,Married,"$50,150.00",0,0,6/20/13,32,5,2,7,5,0,0,0,0,0,CA
4698,1983,PhD,Married,"$50,150.00",0,0,6/20/13,32,5,2,7,5,0,0,0,0,0,SP
948,1971,Graduation,Single,"$10,245.00",1,0,5/15/13,32,1,2,2,5,0,0,0,0,0,SP
6177,1985,PhD,Married,"$33,454.00",1,0,5/8/13,32,4,0,4,8,0,0,0,0,0,US
3517,1952,Graduation,Single,"$40,887.00",1,1,5/6/13,32,3,1,3,9,0,0,0,0,0,SP
3491,1975,Graduation,Together,"$55,914.00",0,1,4/29/13,32,11,6,8,7,0,0,0,0,0,US
7610,1983,Graduation,Together,"$37,292.00",1,0,4/18/13,32,6,3,5,8,0,0,0,0,0,SP
4377,1971,Graduation,Married,"$52,914.00",0,1,1/7/13,32,7,3,3,7,1,0,0,0,0,CA
